body,views,replies,title,time,date,id
"Assalamu Alaykum
i
was really happy to hear this story. But we have to remember, it was a
tabloid newspaper that reported this story, and upon all tabloids, it
was News of the World (the king of rumors and trash news as some people
say). So can anyone confirm this story in another way? Like if i had
Van Persies phone number i would call him straight up and ask him.
Remember rumors went round that Alan Smith became a muslim, just for
some poor little muslims to ask him whether it is true, and he shouted
'NO' . 
So for now i'll take your words that he is a muslim but i will be happy if a stronger source will confirm this.
ma'assalam",3611,28,Robin Van Persie(arsenal Football Player),21:04:00,5/7/05,192
"Assalamu Alaykum
just
some corrections. It's in July (not juky) and you can get financial aid
to go, yup free sponsorship if your application is accepted. The forms
are on the website.
ma'asslam",341,1,Rihla To Medina,21:28:00,5/7/05,193
"Assalamu Alaykum
For
a start, i think that the 'ideal' or 'dream' partner we are all looking
for don't exist. But don't get me wrong, you can still make up your
list of things you would like your partner to have, or be. Just that
sticking to it will most likely mean no one will match your criteria.
I
like sister Maryam K's kind of criteria. Its more to do with good
manners and character a muslim should have. This is more realistic than
superficial kind of criterias that concentrate on looks like the
partner must be this tall... 
I think for most people in the end, when they fall in love, they will compromise or settle or be happy with what they can get.
What
do i envisage??? Saying a religious partner covers all the good
characters one can expect, as a religious person should be as best as
possible follow the sunnah, be kind, clean, cheerful, playful,
patient...
The 4 criteria the prophet layed down are religion,
wealth, status and looks. He advised us to choose a religious partner,
then consider the rest. 
Ma'assalam",924,30,What Do You Invisage?,21:28:00,5/7/05,194
"Assalamu alaykum
Brother Mumaneen thanks for explaining my statement 'Allah forgives mistakes'. Jazakallahu bikhair.
Ladoo Bhai i think i know what you mean by aggressive da'wah that falls through deaf ears. LOL. 
people
who conform to peer pressure never achieve anything significant in life
and are never special. But people who do what they really believe is
right with conviction are the ones that always come up with great
things, and they are the ones who control the people that conform to
peer pressure if you think about it. So if anyone goes to the prom due
to peer pressure then you are being led you will never lead others. Am
i the only one thinking like this?
Ma'assalam",628,23,Ball/prom,11:54:00,5/9/05,195
"Assalamu Alaykum
I
must praise you guys for your enthusiasm on this thread. Masha Allah.
jazakallahu bikhair. I tried to keep up with you guys, but it was
taking ages to read all the posts i missed, then get the time to watch
and respond in school. During the holidays i watch but have less
internet access to keep up, then during school, no time to watch, not
even on the net, plus a slow internet connection at peak hours.
You
remember i suggested in Medina the Mu'azzin does not repeat the Allahu
Akbar-s after the imam while in makkah the mu'azzin does. After daily
observations, i realised it was somewhat random. Most times the
mu'azzin repeats, but a few times not. 
Ma'assalam",44068,1990,Imams of the Haramain,12:03:00,5/9/05,196
"Assalamu Alaykum
And with Arwa recording on DVD <img src=""all%20posts%20by%20FAROUK1986%20-%20page4_files/w00t.gif"" style=""vertical-align: middle;"" border=""0"" alt=""w00t.gif"" emoid="":w00t:"" /",44068,1990,Imams of the Haramain,12:12:00,5/9/05,197
"Assalamu Alaykum
i was 'lonely' when i first came to IF. 'Lonely' in inverted comma because i made myself feel that way.
Insha Allah i can help you out. Just hit me on MSN anytime;
umarm21[at]hotmail.com
If i don't see you on MSN then maybe i'll just post something for you on this thread. 
Ma'assalam",524,6,Loneliness,14:05:00,5/9/05,198
"Assalamu Alaykum
i'm
torn between 2 sides. I posted the post about the 'Rihla to Medina'
which will take place insha Allah from july 5th to july 26th. But i
spoke to Borbus and also had a look at the ibn jabal website and i do
want to attend a course this summer, Level one: full time classical
arabic. But all the sessions clash with the Rihla. Honestly i really
want to go for this ibn jabal course, its just what i wanted, an
intensive arabic course. I'm not exactly sure what is taught in the
rihla. Even if arabic is taught i doubt it will be intensive and i
think other subjects will be included too. Plus its so much more
convenient for me to go to london for the ibn jabal course, and its
only Â£200. The rihla cost $1100 i think, plus some complication of
meeting the group in either canda, The US or the UK b4 departing. But
the problem is my mom's friend introduced me to the Rihla, i said i
wanted to go, i already told my dad and she will be disappointed if i
pull out.
I still haven't submitted my application to either the
Rihla organisers or the ibn jabal course. I'll do istikharah insha
Allah then decide.
ma'assalam",535,2,Ibn Jabal Intensive Arabic Courses,14:47:00,5/9/05,199
"Assalamu Alaykum
You
are not obliged to forgive. Remember that. Realise you have a choice to
forgive and not to forgive. I think to realise you have a choice, and
to choose the choice to forgive which is better will make it easier.
Always remember you have a choice. If you choose to forgive, remember
you could have chosen otherwise.
Looking at the forgiven side, i
advice you to read over the story of Yusuf (AS)in the Quran. They
wanted to kill him and basically got rid of him. But he forgave them.
Read the story, try to understand how bad it was to him that his
brother's threw him into a well.
Read the biography of the
prophet (S). Reflect on what the quraish did to him and how he forgave
them. How the people of Ta'if stoned him and how he forgave them.
You
will be a million, kazillion....times better off forgiving somebody. If
you do not forgive the person, and he does not repent and ask you to
forgive, the person will be punished, no question. And admittedly
everyone likes to see payback. But to forgive, in akhirah when your
just looking for that extra reward, rewards from the people who did
wrong to you will be added to yours and you will be so happy you
forgave the person, or your sins will be added to the person.
I
know what you say when it hurts badly when the memory comes. What i do
is i say to myself, if this person is a good person, he will repent and
ask me to forgive, or atleast attempt to ask me to forgive, but maybe
couldn't due to lack of contact or something like that. But if the
person is bad, then even if i forgive or not, the person will still be
punished for their other sins. Meanwhile by forgiving, i gain. Allah
has mercy on me, forgives me for sins which i know and don't know,
considering the fact that it is very likely i have also done something
to someone which requires the person to forgive me, or else i'll be
punished.",794,24,Forgiveness For Someone That Hurt You,16:19:00,5/9/05,200
"Cont'd...
Have you read this hadith;
The
prophet (S) and companions were in a Masjid when he (S) said, the
person that is about to come in is a man of paradise. Then a man came
in. This man was no one special in terms of doing nawafil prayers,
night prayers, fasting etc. So the companions were surprised. The next
day the same thing happened and the same man popped into the Masjid
after the prophet (S) the next man to come in is a man of paradise. So
now the companions were really curious and one of them decided to
secretly find out what this man does to deserve paradise. A companion
stayed over night in his house and observed nothing special so he just
admitted why he stayed overnight to the man, The man said he also does
not know why. But there is something he does everynight before he goes
to bed, he does not keep anyone in his heart. He forgives anything that
has been done to him. This earned him paradise.
So if you always
forgive others, the cycle will be such that others will also forgive
you and the All forgiving Alllah will forgive you. If sometimes shaitan
tries to remind you of past experiences that hurt, seek refuge with
Allah from him. Do something that will make you forget like tasbih,
dhikr, reading the quran, having a conversation with somebody else on a
beneficial topic.
May Allah erase those terrible memories of yours and make it easy for you to forgive, as well as all of us. Ameen 
(I
didn't plan to make this a long speech, and i didn't read the link you
put up that you found an answer so i hope i was not just repeating your
answer in anyway. I hope this helps)
Ma'assalam",794,24,Forgiveness For Someone That Hurt You,16:22:00,5/9/05,201
